id,host,virus,source,index,method
4449510437424984080,5496450762109605214,14346403554977571756,Anthony,FJ882930,GenBank
11655538824075963414,5496450762109605214,14346403554977571756,Anthony,FJ882928,GenBank
11753773432908740897,5496450762109605214,14346403554977571756,Anthony,FJ882927,GenBank
11300295785543192945,5496450762109605214,14346403554977571756,Anthony,FJ882926,GenBank
1033060986617431708,5496450762109605214,14346403554977571756,Anthony,AY291315,GenBank
13155261216451822919,5496450762109605214,14346403554977571756,Anthony,FJ882961,GenBank
14410018543742807382,5496450762109605214,14346403554977571756,Anthony,FJ882958,GenBank
14600177649980113054,5496450762109605214,14346403554977571756,Anthony,FJ882957,GenBank
1888818882861317550,5496450762109605214,14346403554977571756,Anthony,FJ882953,GenBank
17115960034372005841,5496450762109605214,14346403554977571756,Anthony,FJ882952,GenBank
6032777221826140884,5496450762109605214,14346403554977571756,Anthony,FJ882948,GenBank
4576650142626434715,5496450762109605214,14346403554977571756,Anthony,FJ882945,GenBank
8640740585911813446,5496450762109605214,14346403554977571756,Anthony,FJ882943,GenBank
9162274482486284919,5496450762109605214,14346403554977571756,Anthony,AY502932,GenBank
15133676606735397483,5496450762109605214,14346403554977571756,Anthony,AY502931,GenBank
2506277681095227286,5496450762109605214,14346403554977571756,Anthony,AY502930,GenBank
1746900834131445471,5496450762109605214,14346403554977571756,Anthony,AY502929,GenBank
9002559600441725476,5496450762109605214,14346403554977571756,Anthony,AY502928,GenBank
15490676988421641497,5496450762109605214,14346403554977571756,Anthony,AY502927,GenBank
1897161559251934224,5496450762109605214,14346403554977571756,Anthony,AY502926,GenBank
8889991802744617165,5496450762109605214,14346403554977571756,Anthony,AY502925,GenBank
16453842305263613634,5496450762109605214,14346403554977571756,Anthony,AY502924,GenBank
3347541435274627110,5496450762109605214,14346403554977571756,Anthony,AY502923,GenBank
16035148528511319605,5496450762109605214,14346403554977571756,Anthony,AY323977,GenBank
6693259259353340939,5496450762109605214,14346403554977571756,Anthony,AP006561,GenBank
2057970881301818431,5496450762109605214,14346403554977571756,Anthony,AP006560,GenBank
14937798342858309488,5496450762109605214,14346403554977571756,Anthony,AP006559,GenBank
14209621437068473613,5496450762109605214,14346403554977571756,Anthony,AP006558,GenBank
7751347710393572265,5496450762109605214,14346403554977571756,Anthony,AP006557,GenBank
7254663742193606944,8709432286658782043,17592166570154755579,Anthony,KX722531,GenBank
13199786266206140274,5000121948657241948,17592166570154755579,Anthony,KY566211,GenBank
249710214979473790,5000121948657241948,17592166570154755579,Anthony,KY566210,GenBank
14318350112440701872,5000121948657241948,17592166570154755579,Anthony,KY566209,GenBank
10937448440174542742,16261582471446786743,1285280064269370905,Anthony,KY417152,GenBank
1227968714390939611,16261582471446786743,1285280064269370905,Anthony,KY417151,GenBank
7581436233246931282,16261582471446786743,1285280064269370905,Anthony,KY417150,GenBank
1370761169753612591,16261582471446786743,1285280064269370905,Anthony,KY417149,GenBank
4175357000154550937,16261582471446786743,1285280064269370905,Anthony,KY417148,GenBank
3905230603144681650,16261582471446786743,1285280064269370905,Anthony,KY417147,GenBank
9145215846305950547,16261582471446786743,1285280064269370905,Anthony,KY417146,GenBank
9773335654454288886,3409515597885549493,1285280064269370905,Anthony,KY417145,GenBank
16065644011681192745,16261582471446786743,1285280064269370905,Anthony,KY417143,GenBank
15956311116832257676,6039661538651352038,1285280064269370905,Anthony,KY417142,GenBank
18315615838636142343,5000121948657241948,17592166570154755579,Anthony,KY292377,GenBank
11037816925938660849,8709432286658782043,17592166570154755579,Anthony,KU215428,GenBank
11526867007709962236,8709432286658782043,17592166570154755579,Anthony,KU215427,GenBank
16082030410249589993,8709432286658782043,17592166570154755579,Anthony,KU215426,GenBank
7667932282361843158,8709432286658782043,17592166570154755579,Anthony,KU215425,GenBank
17791931444978911687,8709432286658782043,17592166570154755579,Anthony,KU215424,GenBank
1403932798040435324,8709432286658782043,17592166570154755579,Anthony,KU215423,GenBank
6145031248949397057,8709432286658782043,17592166570154755579,Anthony,KU215422,GenBank
2962886188761549684,8709432286658782043,17592166570154755579,Anthony,KU215421,GenBank
5187579739550567726,8709432286658782043,17592166570154755579,Anthony,KU215420,GenBank
6565011178224266462,8709432286658782043,17592166570154755579,Anthony,KU215419,GenBank
15468610896867334400,2495219862818541774,17592166570154755579,Anthony,KP981644,GenBank
9283155304937378693,5496450762109605214,14346403554977571756,Anthony,KF514423,GenBank
3496331273232790259,5496450762109605214,14346403554977571756,Anthony,KF514422,GenBank
17643502932955606965,5496450762109605214,14346403554977571756,Anthony,KF514421,GenBank
15518419874810821924,5496450762109605214,14346403554977571756,Anthony,KF514420,GenBank
11708368424884223695,5496450762109605214,14346403554977571756,Anthony,KF514419,GenBank
14323511608128905680,5496450762109605214,14346403554977571756,Anthony,KF514418,GenBank
2913578990684418404,5496450762109605214,14346403554977571756,Anthony,KF514417,GenBank
16079255148862965563,5496450762109605214,14346403554977571756,Anthony,KF514416,GenBank
12225047557412525845,5496450762109605214,14346403554977571756,Anthony,KF514415,GenBank
17138863827489458265,5496450762109605214,14346403554977571756,Anthony,KF514414,GenBank
2684231051079855244,5496450762109605214,14346403554977571756,Anthony,KF514413,GenBank
6099568124036650742,5496450762109605214,14346403554977571756,Anthony,KF514412,GenBank
138008323846853387,5496450762109605214,14346403554977571756,Anthony,KF514411,GenBank
8919989698823041501,5496450762109605214,14346403554977571756,Anthony,KF514410,GenBank
9033933655652404788,5496450762109605214,14346403554977571756,Anthony,KF514409,GenBank
4356606873197934556,5496450762109605214,14346403554977571756,Anthony,KF514408,GenBank
14155107247212536473,5496450762109605214,14346403554977571756,Anthony,KF514407,GenBank
3603395343195137147,5496450762109605214,14346403554977571756,Anthony,KF514406,GenBank
6768354090564482181,5496450762109605214,14346403554977571756,Anthony,KF514405,GenBank
13554414015055943396,5496450762109605214,14346403554977571756,Anthony,KF514404,GenBank
4575904277599765297,5496450762109605214,14346403554977571756,Anthony,KF514403,GenBank
4507097408969564068,5496450762109605214,14346403554977571756,Anthony,KF514402,GenBank
9004126897630744991,5496450762109605214,14346403554977571756,Anthony,KF514401,GenBank
13349827615647959298,5496450762109605214,14346403554977571756,Anthony,KF514400,GenBank
13337399673849015539,5496450762109605214,14346403554977571756,Anthony,KF514399,GenBank
2920365387813146757,5496450762109605214,14346403554977571756,Anthony,KF514398,GenBank
13853694827106377280,5496450762109605214,14346403554977571756,Anthony,KF514397,GenBank
10202919584122940180,5496450762109605214,14346403554977571756,Anthony,KF514396,GenBank
12709380447858626765,5496450762109605214,14346403554977571756,Anthony,KF514395,GenBank
9217777898767287003,5496450762109605214,14346403554977571756,Anthony,KF514394,GenBank
16765535733937930645,5496450762109605214,14346403554977571756,Anthony,KF514393,GenBank
16022318780568302626,5496450762109605214,14346403554977571756,Anthony,KF514392,GenBank
17635163063178046471,5496450762109605214,14346403554977571756,Anthony,KF514391,GenBank
8819986208207416079,5496450762109605214,14346403554977571756,Anthony,KF514390,GenBank
1604945541725320710,5496450762109605214,14346403554977571756,Anthony,KF514389,GenBank
14763666385413703319,5496450762109605214,14346403554977571756,Anthony,KF514388,GenBank
1189463281895228032,5220349840088581938,14617079549654208891,Anthony,JN856008,GenBank
9899280832599424347,5496450762109605214,14346403554977571756,Anthony,JF292922,GenBank
12603365109834619508,5496450762109605214,14346403554977571756,Anthony,JF292921,GenBank
4801315461025206,15988546281735188119,14346403554977571756,Anthony,JF292920,GenBank
5773671869538756945,15988546281735188119,14346403554977571756,Anthony,JF292919,GenBank
6009326853853600603,15988546281735188119,14346403554977571756,Anthony,JF292918,GenBank
1326237507515461642,15988546281735188119,14346403554977571756,Anthony,JF292917,GenBank
18061796758525563724,15988546281735188119,14346403554977571756,Anthony,JF292916,GenBank
1246919346488255427,942333270880952356,14346403554977571756,Anthony,JF292915,GenBank
8415425863563762221,942333270880952356,14346403554977571756,Anthony,JF292914,GenBank
15785497943988645358,942333270880952356,14346403554977571756,Anthony,JF292913,GenBank
10478499027059189492,942333270880952356,14346403554977571756,Anthony,JF292912,GenBank
9503317168891827675,942333270880952356,14346403554977571756,Anthony,JF292911,GenBank
12229947319868894526,942333270880952356,14346403554977571756,Anthony,JF292910,GenBank
17689596402472000499,942333270880952356,14346403554977571756,Anthony,JF292909,GenBank
14164453376568639814,942333270880952356,14346403554977571756,Anthony,JF292908,GenBank
15606966227989169707,942333270880952356,14346403554977571756,Anthony,JF292907,GenBank
15503657956147406930,15988546281735188119,14346403554977571756,Anthony,JF292906,GenBank
5754929623425107226,15988546281735188119,14346403554977571756,Anthony,JF292905,GenBank
12578743073494577318,15988546281735188119,14346403554977571756,Anthony,JF292904,GenBank
16638139534191338925,942333270880952356,14346403554977571756,Anthony,JF292903,GenBank
12366497242349484940,942333270880952356,14346403554977571756,Anthony,JF292902,GenBank
2309421497511002565,15988546281735188119,14346403554977571756,Anthony,HQ890546,GenBank
2353216710003398973,15988546281735188119,14346403554977571756,Anthony,HQ890545,GenBank
12313395212002476863,15988546281735188119,14346403554977571756,Anthony,HQ890544,GenBank
7375526472367206403,15988546281735188119,14346403554977571756,Anthony,HQ890543,GenBank
10164322191870573368,15988546281735188119,14346403554977571756,Anthony,HQ890542,GenBank
8251060596929763824,942333270880952356,14346403554977571756,Anthony,HQ890541,GenBank
10262012340905178914,15988546281735188119,14346403554977571756,Anthony,HQ890540,GenBank
15860883389404956887,15988546281735188119,14346403554977571756,Anthony,HQ890539,GenBank
10518029845278116425,15988546281735188119,14346403554977571756,Anthony,HQ890538,GenBank
12122490342219989476,15988546281735188119,14346403554977571756,Anthony,HQ890537,GenBank
1985018908017525518,15988546281735188119,14346403554977571756,Anthony,HQ890536,GenBank
5485689724579717987,15988546281735188119,14346403554977571756,Anthony,HQ890535,GenBank
6118863141752421091,15988546281735188119,14346403554977571756,Anthony,HQ890534,GenBank
8156176737872766556,942333270880952356,14346403554977571756,Anthony,HQ890533,GenBank
9628020020661905577,942333270880952356,14346403554977571756,Anthony,HQ890532,GenBank
5315028782820795008,942333270880952356,14346403554977571756,Anthony,HQ890531,GenBank
9874146769105898284,942333270880952356,14346403554977571756,Anthony,HQ890530,GenBank
10204451264146646114,942333270880952356,14346403554977571756,Anthony,HQ890529,GenBank
2981707225452740377,942333270880952356,14346403554977571756,Anthony,HQ890528,GenBank
18274215185094313363,942333270880952356,14346403554977571756,Anthony,HQ890527,GenBank
4288166232211237031,942333270880952356,14346403554977571756,Anthony,HQ890526,GenBank
4032531228503264499,16261582471446786743,14346403554977571756,Anthony,KC881006,GenBank
16979007532284054257,16261582471446786743,14346403554977571756,Anthony,KC881005,GenBank
1241327702604654583,16261582471446786743,14346403554977571756,Anthony,KF367457,GenBank
8015699522006522645,5496450762109605214,14346403554977571756,Anthony,FJ882954,GenBank
16379596651999295069,5496450762109605214,14346403554977571756,Anthony,FJ882929,GenBank
2373625726547252868,22746868226736094,14617079549654208891,Anthony,GQ477367,GenBank
4116796974017795877,5496450762109605214,14346403554977571756,Anthony,AY278489,GenBank
4972922256496599605,5496450762109605214,14346403554977571756,Anthony,DQ898174,GenBank
925213613932020148,5496450762109605214,14346403554977571756,Anthony,FJ882962,GenBank
13640067858229892919,5496450762109605214,14346403554977571756,Anthony,FJ882959,GenBank
1135296776398497334,5496450762109605214,14346403554977571756,Anthony,FJ882951,GenBank
9554680555267794168,5496450762109605214,14346403554977571756,Anthony,FJ882942,GenBank
9154919522005854565,5496450762109605214,14346403554977571756,Anthony,AY864805,GenBank
15855825099537663543,5496450762109605214,14346403554977571756,Anthony,AY654624,GenBank
11686112039652421666,5496450762109605214,14346403554977571756,Anthony,AY427439,GenBank
4527060488773133697,5496450762109605214,17401814388278163147,Anthony,BCU00735,GenBank
13577524613520930909,8327586123028839777,14346403554977571756,Anthony,FJ882963,GenBank
9315383398127685067,5496450762109605214,14346403554977571756,Anthony,AY864806,GenBank
8473769029363764915,8709432286658782043,14617079549654208891,Anthony,KF530123,GenBank
1064654762775360117,8709432286658782043,14617079549654208891,Anthony,JN183883,GenBank
17497810294316950543,5496450762109605214,14346403554977571756,Anthony,JX163928,GenBank
9310396435246376740,5496450762109605214,14346403554977571756,Anthony,JX163927,GenBank
5996845916070271346,5496450762109605214,14346403554977571756,Anthony,JX163926,GenBank
13019761538598193693,5496450762109605214,14346403554977571756,Anthony,JX163925,GenBank
11154649408189039599,5496450762109605214,14346403554977571756,Anthony,JX163924,GenBank
2627311393449066216,5496450762109605214,14346403554977571756,Anthony,JX163923,GenBank
15925831345905172874,8709432286658782043,14617079549654208891,Anthony,HQ392469,GenBank
12971509136272363136,8709432286658782043,14617079549654208891,Anthony,HQ012372,GenBank
4080871186581149405,5496450762109605214,14617079549654208891,Anthony,JN634064,GenBank
933148754413163849,5496450762109605214,14346403554977571756,Anthony,JX162087,GenBank
2709273849485224226,22746868226736094,14617079549654208891,Anthony,JQ404410,GenBank
9657711591214046446,22746868226736094,14617079549654208891,Anthony,JQ404409,GenBank
1258019762014539480,5000121948657241948,14617079549654208891,Anthony,FJ938060,GenBank
8838348206472223348,4974140030256189156,14617079549654208891,Anthony,HQ392471,GenBank
10900227297948209834,4974140030256189156,14617079549654208891,Anthony,HQ392470,GenBank
7838223233049560608,4974140030256189156,14617079549654208891,Anthony,HQ012371,GenBank
4713415287824282498,4974140030256189156,14617079549654208891,Anthony,HQ012368,GenBank
6770217057151039315,5496450762109605214,14346403554977571756,Anthony,FJ882947,GenBank
7130484625104435467,2125136326931105599,14346403554977571756,Anthony,GU553365,GenBank
15123415661766736970,8327586123028839777,14346403554977571756,Anthony,GU553364,GenBank
6349614246485972670,8327586123028839777,14346403554977571756,Anthony,GU553363,GenBank
13746414301632803390,4974140030256189156,14617079549654208891,Anthony,GU553362,GenBank
17434346269447529329,4974140030256189156,14617079549654208891,Anthony,GU553361,GenBank
7834452756193750284,5000121948657241948,14617079549654208891,Anthony,FJ938062,GenBank
12023721750446935831,5000121948657241948,14617079549654208891,Anthony,FJ938061,GenBank
8314156999199013872,5000121948657241948,14617079549654208891,Anthony,FJ938059,GenBank
12498829009975732742,5000121948657241948,14617079549654208891,Anthony,FJ938057,GenBank
17467878976507210441,5000121948657241948,14617079549654208891,Anthony,FJ938053,GenBank
4918723858245671743,5000121948657241948,14617079549654208891,Anthony,FJ938052,GenBank
17301984500050486727,5000121948657241948,14617079549654208891,Anthony,FJ938051,GenBank
140846311500862918,5496450762109605214,14346403554977571756,Anthony,AY278488,GenBank
9346629200253357564,5496450762109605214,14346403554977571756,Anthony,AY714217,GenBank
1796819580382773544,5496450762109605214,14346403554977571756,Anthony,AY508724,GenBank
12540528006140723151,5496450762109605214,14346403554977571756,Anthony,AY345988,GenBank
8570509570427231886,5496450762109605214,14346403554977571756,Anthony,AY345987,GenBank
12060202402924396974,5496450762109605214,14346403554977571756,Anthony,AY345986,GenBank
8569141291553124660,5496450762109605214,14346403554977571756,Anthony,AY278554,GenBank
1131503965273518830,5496450762109605214,14346403554977571756,Anthony,AY772062,GenBank
12509343920363091065,6043770269372178200,10331913500463886862,Anthony,NC_023760,GenBank
18373247642442917803,5496450762109605214,13073980468532487286,Anthony,NC_002645,GenBank
5033744652483430791,3714861575667754152,14346403554977571756,Anthony,AY274119,GenBank
14166910469405722886,3143667737421461984,14346403554977571756,Anthony,KP886809,GenBank
14970304065734263232,3143667737421461984,14346403554977571756,Anthony,KP886808,GenBank
12545949381997557145,5220349840088581938,14617079549654208891,Anthony,KC175341,GenBank
5549822658177764587,5220349840088581938,14617079549654208891,Anthony,KC175340,GenBank
14386319717413642293,5220349840088581938,14617079549654208891,Anthony,KC175339,GenBank
13565932799395054931,8709432286658782043,14617079549654208891,Anthony,JN183882,GenBank
10084222419514261306,8327586123028839777,17592166570154755579,Anthony,KF293666,GenBank
13244516839469870876,8327586123028839777,17592166570154755579,Anthony,KF293665,GenBank
7232218775308394027,8327586123028839777,17592166570154755579,Anthony,KF293664,GenBank
10745596576046351375,7795289196777856362,13073980468532487286,Anthony,JQ410000,GenBank
704408746518469244,6043770269372178200,10331913500463886862,Anthony,HM245925,GenBank
168106232149718277,5000121948657241948,14617079549654208891,Anthony,FJ938058,GenBank
12773447403253533579,4974140030256189156,14617079549654208891,Anthony,HQ392472,GenBank
8330624437459049158,4974140030256189156,14617079549654208891,Anthony,HQ012370,GenBank
12765768647014586180,4974140030256189156,14617079549654208891,Anthony,HQ012369,GenBank
18387718336410811380,4974140030256189156,14617079549654208891,Anthony,HQ012367,GenBank
12167989804245758115,5496450762109605214,14346403554977571756,Anthony,AY463060,GenBank
10850954516455823518,5496450762109605214,14346403554977571756,Anthony,AY463059,GenBank
15732699263669605795,5496450762109605214,13073980468532487286,Anthony,AF304460,GenBank
526220904072525237,6414500141419983275,12538644497775899823,Anthony,GQ427176,GenBank
7361453290009883693,6414500141419983275,12538644497775899823,Anthony,GQ427175,GenBank
9525063570505868718,6414500141419983275,12538644497775899823,Anthony,GQ427174,GenBank
3683573534175545708,6414500141419983275,12538644497775899823,Anthony,GQ427173,GenBank
8127541952676260305,5000121948657241948,14617079549654208891,Anthony,FJ938056,GenBank
971603033069870382,5000121948657241948,14617079549654208891,Anthony,FJ938055,GenBank
9257423646229750429,5000121948657241948,14617079549654208891,Anthony,FJ938054,GenBank
10206027680411833771,5496450762109605214,14346403554977571756,Anthony,EU371560,GenBank
8043488088734599890,5496450762109605214,12538644497775899823,Anthony,LN610099,GenBank
18419953209468498935,15835304073352172041,12239402733915455098,Anthony,MG913343,GenBank
971472629319775107,15835304073352172041,12239402733915455098,Anthony,MG913342,GenBank
18386816462381779061,8234173574657748592,9880904342534520079,Anthony,NC_017083,GenBank
618461786303471007,6414500141419983275,12538644497775899823,Anthony,NC_010800,GenBank
15455539700723446793,5496450762109605214,12239402733915455098,Anthony,MH021175,GenBank
13296699346917721354,2048031239493115509,1285280064269370905,Anthony,MG518518,GenBank
14834019373030405923,8327586123028839777,17592166570154755579,Anthony,MF542265,GenBank
7137794766463504533,5496450762109605214,17592166570154755579,Anthony,KY996417,GenBank
7137987637769209463,22746868226736094,1285280064269370905,Anthony,KX432213,GenBank
11271221944455932668,22746868226736094,14617079549654208891,Anthony,EU856362,GenBank
4253182643467694403,22746868226736094,14617079549654208891,Anthony,EU856361,GenBank
9085347952381340575,5496450762109605214,14346403554977571756,Anthony,AH012999,GenBank
7212903769085550691,9210171257853086199,13073980468532487286,Anthony,KT253272,GenBank
13635776100209166173,8327586123028839777,1285280064269370905,Anthony,KM027262,GenBank
9231499584119933624,8327586123028839777,1285280064269370905,Anthony,KM027261,GenBank
801237693896290896,8327586123028839777,1285280064269370905,Anthony,KM027260,GenBank
16349945114214654836,8327586123028839777,1285280064269370905,Anthony,KM027259,GenBank
16206849956790359726,8327586123028839777,1285280064269370905,Anthony,KM027258,GenBank
1980845982331943197,8327586123028839777,1285280064269370905,Anthony,KM027257,GenBank
1864447349864982207,8327586123028839777,1285280064269370905,Anthony,KM027256,GenBank
10241967418368066398,8327586123028839777,1285280064269370905,Anthony,KM027255,GenBank
7983506723314598506,13011849495195241333,12239402733915455098,Anthony,KM454473,GenBank
7818645584036438948,8327586123028839777,17592166570154755579,Anthony,JX503061,GenBank
11553411861458539377,8327586123028839777,17592166570154755579,Anthony,JX503060,GenBank
7863035547976306436,8234173574657748592,9880904342534520079,Anthony,JN874559,GenBank
3779262366848871540,6043770269372178200,9844002918929717779,Anthony,HM245926,GenBank
17309765172115265214,8079759618810048472,14346403554977571756,Anthony,DQ412042,GenBank
11873153240443006864,5496450762109605214,14346403554977571756,Anthony,GQ153543,GenBank
18358013278133247441,6414500141419983275,12538644497775899823,Anthony,EU095850,GenBank
17365526871083585350,5496450762109605214,14346403554977571756,Anthony,AY686863,GenBank
529328167396494407,15280161612634415435,14346403554977571756,Anthony,AY572034,GenBank
5288412796985418267,5496450762109605214,14346403554977571756,Anthony,EU371564,GenBank
7928556762383352838,5496450762109605214,14346403554977571756,Anthony,EU371563,GenBank
4537271722849597592,5496450762109605214,14346403554977571756,Anthony,EU371562,GenBank
12893022063158460649,5496450762109605214,14346403554977571756,Anthony,EU371561,GenBank
5077192470827019617,5496450762109605214,14346403554977571756,Anthony,EU371559,GenBank
15108177693380014036,8327586123028839777,17401814388278163147,Anthony,FJ415324,GenBank
11989679193351609176,5496450762109605214,12538644497775899823,Anthony,EU022526,GenBank
637978702127266321,5496450762109605214,12538644497775899823,Anthony,EU022525,GenBank
8946710756692708863,8327586123028839777,13073980468532487286,Anthony,KY983587,GenBank
8532834412462464793,8327586123028839777,13073980468532487286,Anthony,KY967357,GenBank
6657409424863847395,8327586123028839777,13073980468532487286,Anthony,KY621348,GenBank
18161648460786506532,8327586123028839777,13073980468532487286,Anthony,KY674914,GenBank
12799263581386619190,8327586123028839777,13073980468532487286,Anthony,KY684760,GenBank
13201407878353119399,8327586123028839777,13073980468532487286,Anthony,KY369914,GenBank
8746408629326910633,8327586123028839777,13073980468532487286,Anthony,KY369913,GenBank
15748154295869585862,8327586123028839777,13073980468532487286,Anthony,KY369912,GenBank
5875359161349413821,8327586123028839777,13073980468532487286,Anthony,KY369911,GenBank
16331432142816365737,8327586123028839777,13073980468532487286,Anthony,KY369910,GenBank
16636767079842656205,8327586123028839777,13073980468532487286,Anthony,KY369908,GenBank
12905335835716363716,16261582471446786743,14346403554977571756,Anthony,MG772934,GenBank
4398314368776469442,16261582471446786743,14346403554977571756,Anthony,MG772933,GenBank
40756799042871377,8709432286658782043,14617079549654208891,Anthony,MG893511,GenBank
4133923886425292650,8775189704360688613,10457824684515573362,Anthony,MK359255,GenBank
14081661088495295269,3318768146248049867,2084278206211520059,Anthony,NC_010646,GenBank
17788368314741576367,5496450762109605214,17493186329367058444,Anthony,NC_010438,GenBank
5552345363578468634,5496450762109605214,12090673296380497298,Anthony,NC_009988,GenBank
15078752887891221110,5496450762109605214,12239402733915455098,Anthony,KY933090,GenBank
18191714009066359639,1852265461044940249,12239402733915455098,Anthony,KY933089,GenBank
17928144142961252942,5392365772724796509,1285280064269370905,Anthony,KX982264,GenBank
9980896907860848428,8327586123028839777,17592166570154755579,Anthony,KY674919,GenBank
11070365822139347245,18114376420732293382,17401814388278163147,Anthony,EF424621,GenBank
3276792903330141339,5496450762109605214,14346403554977571756,Anthony,DQ022305,GenBank
3858970380148786124,5496450762109605214,14346403554977571756,Anthony,DQ084200,GenBank
13171280249189970448,5496450762109605214,14346403554977571756,Anthony,DQ084199,GenBank
17175903329967891081,5496450762109605214,17401814388278163147,Anthony,AF391542,GenBank
6012878051914642740,5496450762109605214,17401814388278163147,Anthony,AF391541,GenBank
2302634298289752175,9369601315761685931,14617079549654208891,Anthony,KR061459,GenBank
17748439319125978743,822102527780258227,17592166570154755579,Anthony,KF514433,GenBank
7359294012387570767,8430322623889514380,17592166570154755579,Anthony,KF514432,GenBank
706357080900766332,6504688393387868817,17592166570154755579,Anthony,KF514430,GenBank
17688608641463213954,15578130733679964012,1285280064269370905,Anthony,KF268339,GenBank
13755153555719864446,15578130733679964012,1285280064269370905,Anthony,KF268338,GenBank
17912608044178624481,15578130733679964012,1285280064269370905,Anthony,KF268337,GenBank
11146267535145951333,15578130733679964012,1285280064269370905,Anthony,KF268336,GenBank
15513159431593877558,8709432286658782043,14617079549654208891,Anthony,KP143512,GenBank
351451725350860007,8709432286658782043,14617079549654208891,Anthony,KP143511,GenBank
3856121707390921319,8709432286658782043,14617079549654208891,Anthony,KP143510,GenBank
6132875330951387902,8709432286658782043,14617079549654208891,Anthony,KP143509,GenBank
3018834988473393077,8709432286658782043,14617079549654208891,Anthony,KP143508,GenBank
9664971896756333052,8709432286658782043,14617079549654208891,Anthony,KP143507,GenBank
13524401631537698259,7591936575284604031,2437766954533088243,Anthony,KC869678,GenBank
13464776286858937259,8327586123028839777,1285280064269370905,Anthony,KF600612,GenBank
13235385496813655202,8327586123028839777,1285280064269370905,Anthony,KF186565,GenBank
4642335807950960474,8327586123028839777,1285280064269370905,Anthony,KF186567,GenBank
1990328696472864569,8327586123028839777,1285280064269370905,Anthony,KF186566,GenBank
11496886665857172896,8327586123028839777,1285280064269370905,Anthony,KF186564,GenBank
5543409049451319481,9546044933494993206,14346403554977571756,Anthony,KF569996,GenBank
13787641061200526138,22746868226736094,17401814388278163147,Anthony,JX860640,GenBank
15750491278033474839,8709432286658782043,14617079549654208891,Anthony,JQ408980,GenBank
13372222333062169081,8234173574657748592,9880904342534520079,Anthony,JN874562,GenBank
12525164278429200097,8234173574657748592,9880904342534520079,Anthony,JN874561,GenBank
