origin,id,host_class,host_order,host_family,host_genus,host_species,virus_genus,virus_subgenus
Anthony,17900516817059170713,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,11629359556938389881,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,3624311297123556939,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4752023963036773320,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7417695474134843324,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2682157291527163235,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,12284021432806932260,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4670558759152084676,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5929619396467922810,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,11178560474838057597,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,9990357036863817911,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5733363914862564620,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8895619129736888774,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10665752133590162546,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16003807567139305500,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15452445335095513055,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8508005704849043144,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14169540080927452933,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16538560611412678891,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4533682213551735170,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6616135713990552141,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14800646583793565791,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,12466921417086724833,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16750589444076425047,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17142947614398616851,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,3669707071723278784,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13113101489006505088,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5261760920692303424,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,12721583337023536227,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7353441745739942741,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8052595981072469781,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,12208526851467348043,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,216228283014977239,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13543370567822784502,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17993917556625788510,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7968066455836803883,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,9012937079544383456,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17279077125264204235,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,18385461090383144505,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13794675680241227629,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17150199254027620721,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8375291164570371112,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17624071485109417067,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5902390868983406082,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10031533165457933982,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17768632259935988104,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2365780527680572215,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7403828446998499101,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,18230296043500744584,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15663155635912474474,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4942342065115133913,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,12270450274630986794,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13081638406075424348,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14373065650852951200,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,9875086364945395305,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6346893880851005328,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2751025791668668474,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2374373787465081682,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5638287106580076043,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17063413041851894623,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16577187822803019799,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6613311653221479675,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15689554253062333882,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5636540497841550332,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16534839679515636803,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,405866460697990844,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7499839061189361804,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,755087353425300603,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,11422194022624744222,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17525433263404416555,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4296534611428188881,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15680344542118617279,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6607335405823744664,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8376162635321709190,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,11917284176287820976,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,350559404478029041,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10417315189662037891,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2612128525706231326,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,9602505574315121168,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5588848695827082789,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7092181871746896640,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8604858869689565063,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17267827797202423428,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15884974777700215975,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,3669941386312344451,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4346687913698583201,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4664604259273012911,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6417130184648085480,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16165343418603879468,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10229774297814364516,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13584375105185004733,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8442284549098512309,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14705151084434762641,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5412144779021727935,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16539386807592837134,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14594078757034421684,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5932458375205718599,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15773053615274044861,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,3876793380055422760,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8915442095157878604,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14884775209026993831,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10373470322942973536,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13534019531677729282,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,3287282402358508817,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4436825405101652331,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16684787725684805169,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5741827772018467813,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14155684424717911152,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7690534765394865163,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13268335477819420923,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus,
Anthony,10106895152489478455,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus,
Anthony,3393740100590072351,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus,
Anthony,482354950029383593,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,16887380929112713588,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,3751450619554992152,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,13958362111105111697,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,12351189644114525920,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,9309871602379284589,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,1285213171540487194,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,5127913032724865242,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,360195327515235289,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,15543318484177356690,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,9221095381217450526,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,13839304829252262405,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,15661635580671305676,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,2628362762572594584,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,8117398592539957197,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,630044977306949844,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,8776717689937579000,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,11356978100564708091,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,13388822986957712056,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,8659053766753413218,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,14268977453006032552,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15238731775611822348,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13916232172342066029,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2863018008703347721,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4877498217313297327,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,3986896093141142017,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,1258489073166140418,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,3704450258062513461,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,1799697769180682701,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,1158135750896742604,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14596857033830027584,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10892490765596027563,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2132730850714067144,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,771589513364492142,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7484296875012113060,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6974491300031901668,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17226435745135202765,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6654347417512023217,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4438300382669571426,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,11875273450205944308,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,8716645219327396700,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7781221981914039493,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13389762957157521244,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14717510963441903091,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,9825230320557558219,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,18378752888248247565,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10285735854462798720,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,11551666893156688315,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,4496137195311976960,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2894668746580128837,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,15016256028357991371,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,5750618304705855115,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15302608268823837331,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14850916425477417136,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,9410688815966878990,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13455544538436025880,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5932911270424994936,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7968883236672820528,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15359044032741486594,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2335597274092282809,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,9945275789063754998,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,11168131768261530290,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14330366363188716645,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,6618242072208530691,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5894600960502285313,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,471697172131285000,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5644600329331623236,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,12858320425648390258,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,10124617988441297804,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,7492447443240103890,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,16618737648473058918,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,5512687954985435400,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17203375513444989140,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13408225331601218205,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17465288224551792416,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,835290257884903429,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,2210258789107161416,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,13249701098595292535,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,14492996994488508109,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17322681650899474137,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,15072729641446380796,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Betacoronavirus,
Anthony,15160400375938917644,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus,
Anthony,6776760749030434461,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus,
Anthony,7639453274740742140,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus,
Anthony,8649084364568442009,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Betacoronavirus,
Anthony,7753114685812010661,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Betacoronavirus,
Anthony,5925233727585281910,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,12159175491822808645,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Betacoronavirus,
Anthony,2162956605884641913,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus,
Anthony,9008494659865232903,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,15526763246698492783,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus abramus,Betacoronavirus,
Anthony,10132742115954737891,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,16955811751574663086,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,14528195723179089164,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,3425615807555869881,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,6074944534981937447,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,3352598870779894563,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,11835222706828291159,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,1606483320737853232,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,8404420133189550108,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,14640279944338937728,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus,
Anthony,17978468167680428708,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,Vespertilio sinensis,Betacoronavirus,
Anthony,15177977819739033126,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,8731459776651908305,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,10711663720471447444,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis emarginatus,Betacoronavirus,
Anthony,8165190485186055371,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis emarginatus,Betacoronavirus,
Anthony,6590918198432310733,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis emarginatus,Betacoronavirus,
Anthony,15485196623693360362,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus,
Anthony,17245694230670406141,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Betacoronavirus,
Anthony,3310499337122388827,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,7275088557031845653,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,13960806510051308210,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,1664485766299944198,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,531607029382464646,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,14104216025877970008,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,16964759243410795078,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,9116363217734547195,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,12635438063637099587,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,15793843583919658210,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,6983226577617010122,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,8293508209677545001,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,2073708689795468201,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,11244417758084492857,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,6276433372459010735,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Betacoronavirus,
Anthony,12168274120261147892,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Betacoronavirus,
Anthony,847586875079482047,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,9228382558856112087,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,14886672283499369124,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,13315357607261838642,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,14293974775278989980,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,10657952759768540796,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,18004023653237553331,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,13351739373880295616,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,14186332486316912299,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,130568569588095714,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,11833517477102166976,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,15883144130048914754,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,11475044551748596622,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,16243679246337063756,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,12245625958974478312,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,329888347524924390,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,15148469202875440903,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,14181142039962521562,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,13318252120049424712,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,17075582356352353296,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,17053466302889630498,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,13013671022695423183,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,16639247187792350199,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
Anthony,16634011183242190969,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus,
