id,kingdom,phylum,class,order,family,genus,species,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species_id
6848015420785565305,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix longipilis,1,44,359,1459,3240723,4265090,4265092
9065679477084833052,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix olivaceus,1,44,359,1459,3240723,4265090,4265094
2720394318832590321,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix sanborni,1,44,359,1459,3240723,4265090,4265091
13285023522293525038,Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,1,44,359,732,9703,2435269,2435270
17822440688256672448,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,1,44,359,731,9614,2441143,2441144
13956277891630946060,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys kaiseri,1,44,359,1459,5510,2438166,2438175
13089921109222512986,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micaelamys,Micaelamys namaquensis,1,44,359,1459,5510,4264921,4264922
16160775744051496596,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon azarae,1,44,359,1459,3240723,7791043,2437878
5316765016268041600,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon montensis,1,44,359,1459,3240723,7791043,4265083
3091203838126397288,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon paranaensis,1,44,359,1459,3240723,7791043,4265088
13193737794409714636,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon simulator,1,44,359,1459,3240723,7791043,2437887
15831227088567657960,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon varius,1,44,359,1459,3240723,7791043,2437922
11182284303620591696,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,1,44,359,731,9614,2441202,5220185
10767015500454383482,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,1,44,359,731,5298,7816758,2440940
10252708791616116289,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,Allenopithecus nigroviridis,1,44,359,798,9622,2436619,2436620
9983169477512454858,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes lagopus,1,44,359,732,9701,5219234,5219303
5806332538760584110,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta caraya,1,44,359,798,3239607,2436647,2436652
15809521420636268383,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,1,44,359,798,3239607,2436647,2436649
4887401299649317833,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta pigra,1,44,359,798,3239607,2436647,2436653
1195945772964864143,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus,1,44,359,798,3239607,2436647,2436648
6969456708330043161,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,1,44,359,1459,9456,2437567,2437569
7024760671160685311,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,Ammotragus lervia,1,44,359,731,9614,2441004,2441005
4203123062800616911,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,1,44,359,734,9366,5963037,5963041
2401050431590036064,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis,1,44,359,731,9614,2441063,2441064
6301116087032818539,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,Antilocapra americana,1,44,359,731,5715,2440901,2440902
15846008879089652657,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,Antilope cervicapra,1,44,359,731,9614,2440900,2441065
11663629864463886954,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous,Antrozous pallidus,1,44,359,734,9368,2432337,2432339
2848213426434475934,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus azarae,1,44,359,798,3239574,2436667,5707409
15370322567191341515,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus,1,44,359,798,3239574,2436667,5219590
4114618634499107799,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus agrarius,1,44,359,1459,5510,2437754,2437761
12657946779909107248,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus argenteus,1,44,359,1459,5510,2437754,5219736
16669794266348090918,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis,1,44,359,1459,5510,2437754,2437756
7598960064748164964,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus mystacinus,1,44,359,1459,5510,2437754,2437773
